review_id,entity_id,date,time,customer_review,experience_driver_not_normalised,entity_name,theme,context,feedback_type,emotion,customer_journey,customer_journey_stage,interaction_moment,opportunity_stream,customer_effort_score,ou_name,keywords,semantic_action_statement,matters,stream_justification,behavioral_impact,emotion_primary,emotion_specific,canonical_theme,canonical_category,canonical_subcategory,experience_driver,theme_match_score,category_match_score,subcategory_match_score
82,82.1,2025-06-29,10:07:38,"Add free bag on 4000 above shopping. Last time rider asked to give him back the shopping bag. Meat and other stuff like detergents are in one bag. This is not the way. Otherwise, items were good, meat was fresh. Improve the packaging of order please.",Delivery Experience → Packaging Quality,Order Packaging,Delivery & Fulfillment,"Customer experienced poor packaging with meat and detergents placed in the same bag, and was asked to return the shopping bag.",Complaint,Agitation – Annoyed,Delivery & Fulfillment,Order Delivery,during order delivery,Fix,5,Order Packaging – Complaint – Fix,"['packaging', 'meat', 'detergents', 'shopping bag', 'improve']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about inadequate packaging with meat and detergents placed in the same bag, and being asked to return the shopping bag during order delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Packaging Quality to address inadequate packaging that mixes incompatible items and requires bag return",inadequate packaging that mixes incompatible items and requires bag return,"The packaging method is causing inconvenience and potential contamination, requiring immediate correction to ensure customer satisfaction and safety.","Improve packaging standards, prevent cross-contamination, and enhance delivery experience.",Agitation,Annoyed,Delivery & Fulfillment,Delivery Experience,Packaging Quality,Delivery Experience → Packaging Quality,100,100,100
82,82.2,2025-06-29,10:07:38,"Add free bag on 4000 above shopping. Last time rider asked to give him back the shopping bag. Meat and other stuff like detergents are in one bag. This is not the way. Otherwise, items were good, meat was fresh. Improve the packaging of order please.",Promotions & Discounts → Free Bag Offer,Free Bag on 4000+ Shopping,Order & Payment,Customer suggests offering a free bag for purchases over 4000.,Suggestion,Appreciation – Interested,Order & Payment,Checkout & Payment,during checkout,Innovate,3,Free Bag on 4000+ Shopping – Suggestion – Innovate,"['free bag', '4000+', 'promotion', 'offer']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion about offering a free bag for purchases over 4000 during checkout

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Promotions & Discounts → Free Bag Offer to address introducing a free bag offer for high-value purchases to enhance customer value",introducing a free bag offer for high-value purchases to enhance customer value,This suggestion reflects a potential value-add that could incentivize larger purchases and improve customer satisfaction.,"Encourage higher spending, increase customer satisfaction, and enhance promotional appeal.",Appreciation,Interested,Order & Payment,Promotions & Discounts,Free Bag Offer,Promotions & Discounts → Free Bag Offer,100,100,100
83,83.1,2025-05-05,10:07:38,"When ever i have placed my electronic order, i never received it, thats why i have stopped placing elrctronic order. Though im happy with grocery shopping and often do. I get timely delivery.",Order Fulfillment → Electronic Orders,Electronic Order Non-Delivery,Order Reliability,"Customer never received their electronic orders, leading to discontinuation of placing such orders.",Complaint,Anger – Frustrated,Order & Fulfillment,Order Placement & Delivery,after placing electronic orders,Fix,7,Electronic Order Non-Delivery – Complaint – Fix,"['never received', 'electronic order', 'stopped placing', 'non-delivery']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about never receiving their electronic orders after placing them, leading to discontinuation of such orders

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Fulfillment → Electronic Orders to address consistent non-delivery of electronic orders that leads to customer discontinuation",consistent non-delivery of electronic orders that leads to customer discontinuation,"This is a critical failure in the order fulfillment process for electronic orders, causing customer frustration and loss of trust. Immediate resolution is required to restore service reliability.","Restore confidence in electronic order fulfillment, prevent customer churn, and improve delivery reliability.",Anger,Frustrated,Order Reliability,Order Fulfillment,Electronic Orders,Order Fulfillment → Electronic Orders,100,100,100
83,83.2,2025-05-05,10:07:38,"When ever i have placed my electronic order, i never received it, thats why i have stopped placing elrctronic order. Though im happy with grocery shopping and often do. I get timely delivery.",Delivery Experience → Timeliness,Grocery Delivery,Delivery Satisfaction,Customer is satisfied with the timely delivery of grocery orders.,Compliment,Appreciation – Satisfied,Delivery & Fulfillment,Delivery Completion,upon receiving grocery deliveries,Amplify,2,Grocery Delivery – Compliment – Amplify,"['timely delivery', 'grocery shopping', 'happy', 'satisfied']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment about the timely delivery of their grocery orders upon receiving them

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Delivery Experience → Timeliness to address consistent timely grocery deliveries that enhance customer satisfaction",consistent timely grocery deliveries that enhance customer satisfaction,The timely delivery of grocery orders is a strength that reinforces customer satisfaction and loyalty. Amplifying this ensures continued positive experiences and brand advocacy.,"Strengthen delivery reliability, boost customer satisfaction, and encourage repeat purchases.",Appreciation,Satisfied,Delivery Satisfaction,Delivery Experience,Timeliness,Delivery Experience → Timeliness,100,100,100
84,84.1,2025-06-22,10:07:38,2 items were out of stock and I was not informed in any way.,Order Accuracy → Out-of-Stock Notification,Out-of-Stock Items,Inventory Communication,Customer was not informed about items being out of stock.,Complaint,Agitation – Frustrated,Order Fulfillment,Order Confirmation,when expecting order confirmation,Fix,6,Out-of-Stock Items – Complaint – Fix,"['out of stock', 'no notification', 'inventory', 'communication']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about not being informed of out-of-stock items when expecting order confirmation

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Out-of-Stock Notification to address lack of notification for out-of-stock items that leaves customers uninformed",lack of notification for out-of-stock items that leaves customers uninformed,"This is a communication failure at a critical order stage, causing customer frustration and potential trust erosion. Fixing this ensures transparency and reliability in order fulfillment.","Improve customer trust in inventory accuracy, reduce order-related surprises, and enhance overall satisfaction with order communication.",Agitation,Frustrated,Inventory Communication,Order Accuracy,Out-of-Stock Notification,Order Accuracy → Out-of-Stock Notification,100,100,100
85,85.1,2025-06-03,10:07:38,plz improve ur delivery staff attitude. nd delivered complete orders.almost  i ordered above  7000 nd never win🥺,Delivery Experience → Staff Conduct,Delivery Personnel,Service Quality,Customer experienced poor attitude from delivery staff and incomplete orders.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Completion,during delivery handoff,Fix,6,Delivery Personnel – Complaint – Fix,"['staff attitude', 'incomplete orders', 'delivery', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about experiencing poor attitude from delivery staff and receiving incomplete orders during the delivery handoff

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Staff Conduct to address unprofessional delivery staff behavior and incomplete order deliveries",unprofessional delivery staff behavior and incomplete order deliveries,"The delivery staff's attitude and incomplete orders directly impact customer satisfaction and trust, necessitating immediate corrective action.","Improve delivery staff professionalism, ensure complete order fulfillment, and restore customer trust in delivery services.",Agitation,Frustrated,Service Quality,Delivery Experience,Staff Conduct,Delivery Experience → Staff Conduct,100,100,100
86,86.1,2025-05-28,10:07:38,"Less detail of product on website, require more description/detail/picture so that user feel comfortable while buying online products.",Product Information → Product Details,Online Product Listings,Digital Shopping Experience,"Customer finds the product listings lacking in detail, requiring more comprehensive descriptions and images to feel confident in purchasing.",Suggestion,Ambivalence – Indifferent,Digital Engagement,Product Browsing,while reviewing product listings online,Optimize,4,Online Product Listings – Suggestion – Optimize,"['product detail', 'description', 'picture', 'online comfort']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion that while reviewing product listings online, they found the details insufficient, requiring more comprehensive descriptions and images to feel confident in purchasing.

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Optimize → Product Information → Product Details to address insufficient product details that hinder online purchasing confidence.",insufficient product details that hinder online purchasing confidence,"The current product information is functional but lacks depth, causing hesitation and reducing purchase confidence. Optimizing this will enhance the digital shopping experience.","Improve online purchase confidence, reduce cart abandonment, and enhance user satisfaction with detailed product information.",Ambivalence,Indifferent,Digital Shopping Experience,Product Information,Product Details,Product Information → Product Details,100,100,100
87,87.1,2025-06-05,10:07:38,I received the msg about two products that are not available and we are not sending it. And when I receive my parcel a pack of innovative digestive biscuit is missed. I called the delivery boy and he said OK we will deliver it but til now I didn't receive it.,Order Accuracy → Missing Items,Innovative Digestive Biscuit,Delivery & Fulfillment,"Customer was informed about unavailable products, but a promised item was missing and not delivered as assured.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Parcel Receipt & Verification,upon parcel receipt and follow-up with delivery personnel,Fix,6,Innovative Digestive Biscuit – Complaint – Fix,"['missing item', 'delivery promise', 'unfulfilled', 'digestive biscuit']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about a missing pack of innovative digestive biscuits that was promised for delivery but never arrived upon parcel receipt and follow-up with delivery personnel

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Missing Items to address unfulfilled delivery promises that lead to missing items and customer frustration",unfulfilled delivery promises that lead to missing items and customer frustration,"The failure to deliver a promised item after assurance from delivery personnel represents a breakdown in fulfillment accuracy and trust, necessitating immediate resolution.","Restore trust in delivery commitments, ensure fulfillment accuracy, and reduce customer dissatisfaction.",Agitation,Frustrated,Delivery & Fulfillment,Order Accuracy,Missing Items,Order Accuracy → Missing Items,100,100,100
88,88.1,2025-05-25,10:07:38,"I've ordered quails 2 times. First time, packing and quantity were really good; there were 8 to 10 quails in one pack. But on the 2nd time, I ordered the same, but the quantity was low, just 5 quails in one pack, and also the packing was changed.",Product Quality → Consistency,Quail Pack,Product & Selection,Customer experienced inconsistency in quantity and packaging of quails between two orders.,Complaint,Agitation – Disappointed,Order Fulfillment,Product Receipt & Inspection,upon receiving the second order of quails,Fix,5,Quail Pack – Complaint – Fix,"['quantity inconsistency', 'packaging change', 'quails', 'order discrepancy']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about the inconsistency in quantity and packaging of quails upon receiving the second order

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Quality → Consistency to address inconsistent quantity and packaging of quails that disrupts customer expectations",inconsistent quantity and packaging of quails that disrupts customer expectations,"The inconsistency in product delivery undermines trust and reliability, requiring immediate correction to meet customer expectations.","Restore consistency in product delivery, reinforce trust in product quality, and ensure customer satisfaction.",Agitation,Disappointed,Product & Selection,Product Quality,Consistency,Product Quality → Consistency,100,100,100
89,89.1,2025-06-21,10:07:38,We expect good quality products from metro but sometimes you deliver rotten products like Tuna fish and potatoes.,Product Quality → Product Freshness,Tuna Fish and Potatoes,Product & Selection,"Customer received rotten Tuna fish and potatoes, which did not meet expected quality standards.",Complaint,Agitation – Disappointed,Delivery & Fulfillment,Product Receipt,upon receiving the delivery,Fix,6,Tuna Fish and Potatoes – Complaint – Fix,"['rotten', 'Tuna fish', 'potatoes', 'quality', 'expectation']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving rotten Tuna fish and potatoes upon receiving the delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Quality → Product Freshness to address delivery of rotten products that fail to meet quality expectations",delivery of rotten products that fail to meet quality expectations,"This is a direct failure in product quality control, leading to customer dissatisfaction and potential health risks. Immediate resolution is required to restore trust and ensure product integrity.","Reinforce quality assurance processes, reduce instances of spoiled product delivery, and protect brand reputation.",Agitation,Disappointed,Product & Selection,Product Quality,Product Freshness,Product Quality → Product Freshness,100,100,100
90,90.1,2025-05-30,10:07:38,Product are not available but shown on app and bill was not accurate.,Product Availability → Real-Time Stock Visibility,App Product Display,Inventory Integrity,Products were displayed as available on the app but were not actually in stock.,Complaint,Agitation – Frustrated,Digital Engagement,Product Browsing,when viewing product availability on the app,Fix,6,App Product Display – Complaint – Fix,"['product availability', 'app display', 'out of stock', 'inventory']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that when viewing product availability on the app, products were shown as available but were not actually in stock

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address misleading product availability displays that show out-of-stock items as available",,"This is a direct failure of inventory integrity at a critical browsing moment, introducing friction and confusion. Fixing this restores purchase reliability and trust.","Reinstate confidence in real-time stock accuracy, reduce failed purchase attempts, and lower cart abandonment at the browsing stage.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
90,90.2,2025-05-30,10:07:38,Product are not available but shown on app and bill was not accurate.,Billing Accuracy → Invoice Discrepancy,Billing System,Transaction Integrity,"The bill was not accurate, leading to potential overcharges or errors.",Complaint,Agitation – Annoyed,Checkout & Payment,Billing & Payment Confirmation,when reviewing the bill for accuracy,Fix,6,Billing System – Complaint – Fix,"['billing', 'invoice', 'accuracy', 'discrepancy', 'error']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that when reviewing the bill for accuracy, the bill was not accurate, leading to potential overcharges or errors

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Billing Accuracy → Invoice Discrepancy to address inaccurate billing that causes potential overcharges or errors",,"This represents a critical failure in transaction integrity, directly affecting customer trust and financial accuracy. Immediate resolution is required to prevent financial discrepancies and maintain trust.","Ensure billing accuracy, protect customer trust, and prevent financial disputes.",Agitation,Annoyed,Transaction Integrity,Billing Accuracy,Invoice Discrepancy,Billing Accuracy → Invoice Discrepancy,100,100,100
91,91.1,2025-06-06,10:07:38,The app is really disgusting. It is not updated according to the current available stock. The express orders are never delivered on the same day and on time. Products are usually out of stock just like Nestle sweet yogurt.,Product Availability → Real-Time Stock Visibility,Nestle Sweet Yogurt,Inventory Integrity,"The app fails to update stock availability, leading to frequent out-of-stock issues.",Complaint,Anger – Disgusted,Digital Engagement,Product Browsing,while checking product availability,Fix,7,Nestle Sweet Yogurt – Complaint – Fix,"['out of stock', 'real-time availability', 'Nestle sweet yogurt', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about the app not updating stock availability, leading to frequent out-of-stock issues while checking product availability

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address inaccurate stock updates that cause frustration and missed purchases",inaccurate stock updates that cause frustration and missed purchases,"The failure to provide accurate stock information directly impacts purchase decisions and customer satisfaction, necessitating an immediate fix.","Improve stock accuracy, reduce customer frustration, and enhance purchase reliability.",Anger,Disgusted,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
91,91.2,2025-06-06,10:07:38,The app is really disgusting. It is not updated according to the current available stock. The express orders are never delivered on the same day and on time. Products are usually out of stock just like Nestle sweet yogurt.,Delivery Experience → Timing,Express Orders,Delivery Reliability,Express orders are consistently not delivered on the same day and on time.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Fulfillment,during express order delivery,Fix,6,Express Orders – Complaint – Fix,"['express orders', 'delivery timing', 'same day', 'on time', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about express orders not being delivered on the same day and on time during express order delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timing to address delayed express deliveries that fail to meet promised timelines",delayed express deliveries that fail to meet promised timelines,"The failure to deliver express orders on time undermines customer trust and the service promise, requiring immediate corrective action.","Restore delivery reliability, meet customer expectations, and protect brand reputation.",Agitation,Frustrated,Delivery Reliability,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
92,92.1,2025-07-01,10:07:38,I like the service but chicken prices are too much high … every time i am satisfied but this time i am disappointed because i comment and request i want chicken in pieces but they give me whole which is too much difficult for me to cut in pieces … please always next time give me chicken to cut into pieces please please my request,Product Customization → Order Customization,Chicken Order Customization,Product & Selection,"Customer requested chicken in pieces but received a whole chicken, causing inconvenience.",Request,Agitation – Disappointed,Order & Fulfillment,Order Customization,during order fulfillment,Fix,6,Chicken Order Customization – Request – Fix,"['chicken', 'order customization', 'whole vs pieces', 'request', 'disappointment']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Request about receiving a whole chicken instead of pieces during order fulfillment

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Customization → Order Customization to address failure to honor order customization requests that lead to customer inconvenience",failure to honor order customization requests that lead to customer inconvenience,"The customer's specific request for order customization was not fulfilled, causing inconvenience and dissatisfaction. Addressing this ensures customer needs are met and enhances satisfaction.","Improve order accuracy, enhance customer satisfaction, and ensure customization requests are fulfilled.",Agitation,Disappointed,Product & Selection,Product Customization,Order Customization,Product Customization → Order Customization,100,100,100
93,93.1,2025-07-05,10:07:38,"When I place an order, the product is available, but at the time of delivery, it is not available. Please make necessary changes in the system so that if a product is available at the order, then it should be available for delivery.",Product Availability → Order Fulfillment Consistency,Order Availability System,Inventory Management,Customer experiences a discrepancy between product availability at order placement and actual delivery.,Request,Agitation – Frustrated,Order & Fulfillment,Order Confirmation to Delivery,during the transition from order confirmation to delivery,Fix,6,Order Availability System – Request – Fix,"['order placement', 'delivery', 'availability discrepancy', 'system change']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Request about experiencing a discrepancy between product availability at order placement and actual delivery during the transition from order confirmation to delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Order Fulfillment Consistency to address availability discrepancies that prevent ordered products from being delivered as expected",availability discrepancies that prevent ordered products from being delivered as expected,"This is a critical failure in the order fulfillment process, causing customer frustration and undermining trust. Immediate resolution is needed to ensure consistency between order placement and delivery.","Restore confidence in order fulfillment, reduce delivery failures, and enhance customer satisfaction by ensuring product availability aligns with order confirmation.",Agitation,Frustrated,Inventory Management,Product Availability,Order Fulfillment Consistency,Product Availability → Order Fulfillment Consistency,100,100,100
